date,Open,High,Low,Close,Volume,ma_price,std,lower_bend,upper_bend,open_price,first_stop,action,open_date,open_n,direction,open_action,limit,max_loss,pnl,close_price,close_date,close_n,close_action,pnl_cumsum
2020-01-02 08:00:00,7107.53,7163.99,7106.75,7159.41,8287.268,7249.881999999999,70.25290737045246,7109.376185259094,7390.387814740903,7184.65,7572.6867334277185,o_short,2019-12-26 12:00:00,1302.0,short,o_short,6815.0864665722775,False,77.08999999999924,7107.56,2020-01-02 08:00:00,1384.0,e_short,-745.1200000000017
2020-01-06 04:00:00,7538.66,7550.45,7491.59,7529.72,9872.191000000003,7280.1989999999905,127.29435978626292,7025.610280427465,7534.787719572516,7345.15,7029.092125661741,o_long,2020-01-03 10:00:00,1397.0,long,o_long,7437.063874338252,False,193.5,7538.65,2020-01-06 04:00:00,1430.0,e_long,-551.6200000000017
2020-01-23 10:00:00,8450.12,8488.0,8404.68,8433.81,15779.55,8752.146099999998,142.30399329213822,8467.538113415721,9036.754086584275,8622.74,9247.975338344922,o_short,2020-01-20 12:00:00,1602.0,short,o_short,8016.830261655074,False,172.5699999999997,8450.17,2020-01-23 10:00:00,1637.0,e_short,-379.050000000002
2020-01-27 20:00:00,8934.04,9015.48,8923.31,8970.56,16502.307,8559.066799999999,157.73071275837373,8243.605374483252,8874.528225516746,8599.92,8177.116468481336,o_long,2020-01-26 22:00:00,1679.0,long,o_long,8995.857731518658,False,334.1200000000008,8934.04,2020-01-27 20:00:00,1690.0,e_long,-44.9300000000012
2020-02-05 18:00:00,9575.92,9799.08,9573.45,9681.32,42098.55400000001,9343.781999999994,114.8464716591911,9114.089056681612,9573.474943318375,9183.36,9700.11730879753,o_short,2020-02-04 10:00:00,1781.0,short,o_short,8840.765691202465,False,-392.52999999999884,9575.89,2020-02-05 18:00:00,1797.0,e_short,-437.46000000000004
2020-02-17 12:00:00,9634.59,9685.0,9528.0,9549.99,20892.541999999998,10088.304299999996,219.74565783638567,9648.812984327225,10527.795615672767,9982.18,10525.363396013798,o_short,2020-02-15 16:00:00,1916.0,short,o_short,9647.359203986196,False,347.6399999999994,9634.54,2020-02-17 12:00:00,1938.0,e_short,-89.82000000000062
2020-02-25 18:00:00,9344.49,9412.04,9328.59,9368.3,8394.257,9739.492199999993,190.28408571389195,9358.92402857221,10120.060371427777,10053.0,9538.66928716019,o_long,2020-02-18 20:00:00,1954.0,long,o_long,10546.404112839808,False,-708.5100000000002,9344.49,2020-02-25 18:00:00,2037.0,e_long,-798.3300000000008
2020-03-05 10:00:00,9086.16,9130.0,9055.0,9106.49,16238.143,8767.517499999996,148.81753550414595,8469.882428991705,9065.152571008288,8879.95,8416.272178828105,o_long,2020-03-05 02:00:00,2137.0,long,o_long,9150.494221171888,False,206.21999999999935,9086.17,2020-03-05 10:00:00,2141.0,e_long,-592.1100000000015
2020-03-08 16:00:00,8399.99,8401.49,8115.94,8315.71,59251.76200000001,8830.780199999997,200.59090266591303,8429.598394668172,9231.962005331823,8768.24,9218.488630282309,o_short,2020-03-08 02:00:00,2173.0,short,o_short,8453.336369717685,False,368.2399999999998,8400.0,2020-03-08 16:00:00,2180.0,e_short,-223.8700000000017
2020-03-20 10:00:00,6754.39,6911.0,6560.0,6656.7,72041.87700000002,5488.836499999994,552.0914959275725,4384.653508144849,6593.019491855139,5836.6,3871.8504904188844,o_long,2020-03-19 14:00:00,2311.0,long,o_long,7441.437309581101,False,917.5499999999993,6754.15,2020-03-20 10:00:00,2321.0,e_long,693.6799999999976
2020-04-02 18:00:00,7082.01,7087.48,6715.22,6800.42,95134.24,6416.081299999994,242.9597377613776,5930.161824477239,6902.00077552275,6353.64,6964.133580368156,o_short,2020-03-28 00:00:00,2412.0,short,o_short,5851.2468196318405,False,-728.7999999999993,7082.44,2020-04-02 18:00:00,2481.0,e_short,-35.12000000000171
2020-04-18 14:00:00,7230.05,7264.62,7201.58,7238.83,25893.041999999994,6897.541499999997,143.04202797943486,6611.457444041127,7183.625555958866,6952.11,7537.588191653091,o_short,2020-04-10 06:00:00,2571.0,short,o_short,6479.177608346898,False,-277.9400000000005,7230.05,2020-04-18 14:00:00,2671.0,e_short,-313.0600000000022
2020-04-23 16:00:00,7528.15,7612.36,7482.83,7550.63,41278.24499999999,7017.228799999986,174.7930443123971,6667.642711375192,7366.81488862478,6869.96,7317.368698812592,o_short,2020-04-20 18:00:00,2697.0,short,o_short,6615.520301187396,False,-658.1800000000003,7528.14,2020-04-23 16:00:00,2732.0,e_short,-971.2400000000025
2020-05-21 16:00:00,9081.89,9130.0,8967.45,9008.81,34383.244999999995,9541.825299999999,201.56272838924423,9138.69984322151,9944.950756778488,8707.19,10070.206342094352,o_short,2020-05-10 02:00:00,2929.0,short,o_short,8359.50045790564,False,-375.10999999999876,9082.3,2020-05-21 16:00:00,3068.0,e_short,-1346.3500000000013
2020-05-29 00:00:00,9569.58,9598.0,9455.02,9510.44,28583.554999999997,9107.0463,222.39794692244337,8662.250406155114,9551.842193844886,9184.46,8561.99113607974,o_long,2020-05-27 18:00:00,3141.0,long,o_long,9776.052063920264,False,385.130000000001,9569.59,2020-05-29 00:00:00,3156.0,e_long,-961.2200000000003
2020-06-11 00:00:00,9884.99,9970.1,9870.0,9930.27,20368.179000000007,9684.571899999995,98.65920610324838,9487.2534877935,9881.890312206491,9617.29,9997.657870510668,o_short,2020-06-06 00:00:00,3252.0,short,o_short,9237.919529489327,False,-267.6999999999989,9884.99,2020-06-11 00:00:00,3312.0,e_short,-1228.9199999999992
2020-06-11 18:00:00,9379.88,9389.83,9261.29,9280.99,29859.468999999997,9697.831999999997,105.17005494250705,9487.491890114983,9908.17210988501,9640.01,9889.254522603434,o_short,2020-06-11 14:00:00,3319.0,short,o_short,9515.441077396557,False,260.4300000000003,9379.58,2020-06-11 18:00:00,3321.0,e_short,-968.4899999999989
2020-06-22 18:00:00,9586.35,9599.0,9541.05,9563.93,15776.660999999995,9375.924099999997,98.49188233090646,9178.940335338184,9572.907864661809,9559.49,9126.589059054259,o_long,2020-06-16 04:00:00,3374.0,long,o_long,9963.63754094574,False,26.860000000000582,9586.35,2020-06-22 18:00:00,3453.0,e_long,-941.6299999999983
2020-06-25 04:00:00,9099.65,9195.7,9089.24,9176.0,26033.625,9418.467499999997,131.73536372344176,9154.996772553113,9681.93822744688,9337.26,9683.465137399684,o_short,2020-06-24 12:00:00,3474.0,short,o_short,9196.536462600305,False,237.61000000000058,9099.65,2020-06-25 04:00:00,3482.0,e_short,-704.0199999999977
2020-07-06 16:00:00,9302.99,9348.0,9288.88,9307.29,25297.752000000004,9130.877299999995,66.74511762689572,8997.387064746203,9264.367535253787,9263.75,8864.595954322116,o_long,2020-07-01 16:00:00,3560.0,long,o_long,9576.861245677866,False,39.23999999999978,9302.99,2020-07-06 16:00:00,3620.0,e_long,-664.7799999999979
2020-07-16 10:00:00,9072.72,9110.0,9044.02,9083.64,17828.489999999998,9254.742499999997,73.12702784063761,9108.488444318722,9400.996555681271,9149.41,9436.602440519677,o_short,2020-07-10 06:00:00,3663.0,short,o_short,8958.386359480312,False,76.65999999999985,9072.75,2020-07-16 10:00:00,3737.0,e_short,-588.1199999999981
2020-07-21 08:00:00,9315.0,9341.55,9300.01,9313.29,17869.506,9186.811299999994,55.74443679592549,9075.322426408144,9298.300173591844,9210.51,9079.678734135943,o_long,2020-07-20 00:00:00,3780.0,long,o_long,9311.65326586404,False,104.36000000000058,9314.87,2020-07-21 08:00:00,3796.0,e_long,-483.7599999999975
2020-08-05 22:00:00,11776.8,11780.0,11518.02,11752.5,33490.116,11273.12099999999,251.41726815849398,10770.286463683002,11775.955536316978,11128.36,11817.954939193956,o_short,2020-08-04 12:00:00,3966.0,short,o_short,10491.749060806023,False,-648.4499999999989,11776.81,2020-08-05 22:00:00,3983.0,e_short,-1132.2099999999964
2020-08-17 14:00:00,12132.91,12490.0,12102.0,12443.99,75573.213,11738.29689999998,196.08021846713066,11346.136463065717,12130.457336934242,11493.15,12092.706339792776,o_short,2020-08-11 16:00:00,4052.0,short,o_short,11146.766460207202,False,-639.7000000000007,12132.85,2020-08-17 14:00:00,4123.0,e_short,-1771.9099999999971
2020-08-22 02:00:00,11461.01,11492.0,11433.0,11478.46,9012.762,11872.108899999992,192.2047780173541,11487.699343965283,12256.5184560347,11725.19,12322.291253251373,o_short,2020-08-19 06:00:00,4143.0,short,o_short,11286.248746748592,False,264.1900000000005,11461.0,2020-08-22 02:00:00,4177.0,e_short,-1507.7199999999966
2020-09-01 08:00:00,11934.24,11965.0,11875.81,11950.81,20302.051000000003,11544.810299999996,160.52255050649478,11223.765198987006,11865.855401012985,11558.99,11229.10756922796,o_long,2020-08-29 08:00:00,4264.0,long,o_long,11863.290030772023,False,374.09000000000015,11933.08,2020-09-01 08:00:00,4300.0,e_long,-1133.6299999999965
2020-09-03 14:00:00,10925.19,10930.0,10443.6,10683.59,73152.93,11539.245799999986,219.91893429388583,11099.407931412214,11979.083668587758,11417.49,11942.919732424789,o_short,2020-09-02 12:00:00,4314.0,short,o_short,11177.558467575187,False,492.28999999999905,10925.2,2020-09-03 14:00:00,4327.0,e_short,-641.3399999999974
2020-09-13 04:00:00,10556.4,10580.11,10520.74,10532.76,2912.407782999999,10257.006599999988,127.13087605650688,10002.744847886974,10511.268352113002,10319.09,9851.738566702505,o_long,2020-09-11 16:00:00,4424.0,long,o_long,10731.577833297466,False,237.17000000000007,10556.26,2020-09-13 04:00:00,4442.0,e_long,-404.16999999999734
2020-09-22 08:00:00,10372.91,10479.7,10372.9,10452.03,4485.375532,10813.656499999983,198.13224661375665,10417.39200677247,11209.920993227495,10700.01,11241.384541751873,o_short,2020-09-21 10:00:00,4541.0,short,o_short,10365.28205824809,False,327.1100000000006,10372.9,2020-09-22 08:00:00,4552.0,e_short,-77.05999999999676
2020-10-02 12:00:00,10436.63,10600.0,10431.28,10530.88,6161.190151,10704.099999999982,124.31780232018323,10455.464395359615,10952.73560464035,10736.32,10217.759946240425,o_long,2020-09-25 00:00:00,4584.0,long,o_long,11246.336853759538,False,-299.6900000000005,10436.63,2020-10-02 12:00:00,4674.0,e_long,-376.74999999999727
2020-10-08 16:00:00,10896.96,10945.0,10866.18,10880.18,6135.582249000001,10645.022699999974,105.93232167496286,10433.158056650049,10856.8873433499,10691.73,10433.349887886208,o_long,2020-10-05 02:00:00,4705.0,long,o_long,10935.424512113743,False,205.22999999999956,10896.96,2020-10-08 16:00:00,4748.0,e_long,-171.5199999999977
2020-10-19 14:00:00,11640.8,11820.0,11612.84,11800.0,8722.314665999997,11411.883799999989,86.5432390647624,11238.797321870465,11584.970278129513,11251.98,11775.052710860484,o_short,2020-10-16 10:00:00,4841.0,short,o_short,10779.927089139484,False,-388.75,11640.73,2020-10-19 14:00:00,4879.0,e_short,-560.2699999999977
2020-10-31 10:00:00,13893.23,14100.0,13572.4,13940.0,16714.973567999998,13230.7873,270.2539595234009,12690.279380953198,13771.295219046802,13052.06,13655.551229130257,o_short,2020-10-29 12:00:00,4998.0,short,o_short,12454.788170869737,False,-841.1800000000003,13893.24,2020-10-31 10:00:00,5021.0,e_short,-1401.449999999998
2020-11-04 00:00:00,14023.53,14044.55,13713.0,13812.21,9036.042523000002,13519.29459999999,247.59657443826538,13024.101451123459,14014.487748876521,13402.18,14011.521792860236,o_short,2020-11-02 12:00:00,5046.0,short,o_short,12809.134207139752,False,-621.3500000000004,14023.53,2020-11-04 00:00:00,5064.0,e_short,-2022.7999999999984
2020-11-26 10:00:00,17060.81,17420.93,16930.3,17100.0,16273.195482000003,18407.011299999984,487.3179690685929,17432.375361862796,19381.64723813717,17927.98,19339.030238215175,o_short,2020-11-26 04:00:00,5330.0,short,o_short,17501.83496178479,False,867.2099999999991,17060.77,2020-11-26 10:00:00,5333.0,e_short,-1155.5899999999992
2020-12-09 00:00:00,18324.11,18380.0,18032.0,18215.49,8384.056563,19103.72669999999,254.4154467631832,18594.89580647362,19612.557593526355,18097.46,16499.331534451634,o_long,2020-11-29 14:00:00,5371.0,long,o_long,19688.347465548362,False,226.65000000000146,18324.11,2020-12-09 00:00:00,5484.0,e_long,-928.9399999999978
2020-12-16 14:00:00,20320.85,20799.0,20206.16,20661.37,21971.736422,18759.085199999994,581.3744710745465,17596.3362578509,19921.834142149088,18805.29,17744.74502600829,o_long,2020-12-12 20:00:00,5530.0,long,o_long,19593.880573991693,False,1514.2199999999975,20319.51,2020-12-16 14:00:00,5575.0,e_long,585.2799999999997
2021-01-21 10:00:00,32880.08,33067.87,32009.68,32208.62,14456.404946999997,36297.44790000002,1483.993448675782,33329.46100264846,39265.43479735158,35438.23,43187.739095548495,o_short,2021-01-11 04:00:00,5881.0,short,o_short,29220.300104451493,False,2559.9000000000015,32878.33,2021-01-21 10:00:00,6004.0,e_short,3145.180000000001
2021-01-29 10:00:00,36875.5,37208.94,35489.41,37025.32,23346.773756000002,32296.39810000002,1172.1900990181289,29952.01790196376,34640.778298036275,34544.49,30132.344010381497,o_long,2021-01-25 14:00:00,6054.0,long,o_long,37881.904189618544,False,2332.6700000000055,36877.16,2021-01-29 10:00:00,6100.0,e_long,5477.850000000007
2021-02-03 18:00:00,37176.87,37200.0,36688.0,36788.89,6037.613325999997,33632.60300000002,1793.1423630997447,30046.318273800527,37218.88772619951,32302.31,35779.34755399515,o_short,2021-01-31 18:00:00,6128.0,short,o_short,29864.6524460049,False,-4874.549999999999,37176.86,2021-02-03 18:00:00,6164.0,e_short,603.3000000000075
2021-02-23 20:00:00,45523.02,48474.31,45251.0,47937.33,8957.065495,52512.1056,3212.4759444245115,46087.15371115098,58937.05748884902,52070.47,58864.095805409735,o_short,2021-02-22 14:00:00,6390.0,short,o_short,45499.20339459026,False,6547.470000000001,45523.0,2021-02-23 20:00:00,6405.0,e_short,7150.770000000009
2021-03-09 02:00:00,53575.35,54100.0,53250.41,53840.62,7454.468916,49170.475999999995,1663.5045562397809,45843.46688752044,52497.48511247955,49587.03,42080.073824832674,o_long,2021-03-02 00:00:00,6479.0,long,o_long,55865.85437516738,False,3988.3199999999997,53575.35,2021-03-09 02:00:00,6564.0,e_long,11139.090000000007
2021-03-23 00:00:00,54083.25,55344.26,53777.68,55120.83,6247.937088,57330.937599999976,1532.45927372072,54266.019052558535,60395.85614744142,55605.2,62186.20518137207,o_short,2021-03-16 00:00:00,6647.0,short,o_short,49888.639418627885,False,1521.949999999997,54083.25,2021-03-23 00:00:00,6731.0,e_short,12661.040000000005
2021-03-30 10:00:00,58873.91,59335.0,58625.0,59240.34,8540.126125,55143.56320000002,1885.2513648751758,51373.060470249664,58914.06592975037,56084.74,51020.01419718099,o_long,2021-03-27 18:00:00,6788.0,long,o_long,60176.236002819016,False,2789.1700000000055,58873.91,2021-03-30 10:00:00,6820.0,e_long,15450.21000000001
2021-04-07 12:00:00,56320.47,56816.72,55612.0,56756.66,8793.968922,58489.43240000001,720.54966345811,57048.33307308379,59930.53172691623,57051.94,60985.94623357231,o_short,2021-04-04 00:00:00,6875.0,short,o_short,54263.20396642767,False,731.4700000000012,56320.47,2021-04-07 12:00:00,6917.0,e_short,16181.680000000011
2021-04-10 06:00:00,60851.91,61050.0,60333.0,60480.4,6794.894466000002,58148.46550000003,987.6199247251727,56173.225650549684,60123.70534945037,58527.19,56267.83195450688,o_long,2021-04-09 12:00:00,6941.0,long,o_long,60007.276045493185,False,2324.729999999996,60851.92,2021-04-10 06:00:00,6950.0,e_long,18506.410000000007
2021-04-18 04:00:00,55000.01,56033.92,53924.76,55569.18,19697.340811000002,61225.73879999999,1724.847679010671,57776.04344197865,64675.43415802134,60546.68,64782.05418044875,o_short,2021-04-16 14:00:00,7026.0,short,o_short,56578.874619551214,False,5532.220000000001,55014.46,2021-04-18 04:00:00,7045.0,e_short,24038.63000000001
2021-04-30 16:00:00,57180.05,57385.0,56277.39,56546.79,8136.816129000002,52621.30949999997,2286.3175029935605,48048.67449401285,57193.944505987085,53450.04,47468.154291852006,o_long,2021-04-26 10:00:00,7142.0,long,o_long,59134.215308148,False,3730.019999999997,57180.06,2021-04-30 16:00:00,7193.0,e_long,27768.650000000005
2021-05-13 00:00:00,49537.15,50630.0,46000.0,50522.52,29955.004943,56756.327399999995,1631.0846102360874,53494.15817952782,60018.49662047217,55461.35,58994.629043477,o_short,2021-05-04 14:00:00,7240.0,short,o_short,52328.008556522946,False,5830.029999999999,49631.32,2021-05-13 00:00:00,7341.0,e_short,33598.68000000001
2021-06-07 22:00:00,34113.66,34291.54,33300.0,33552.79,9248.783093,36699.924500000016,1074.4515229003941,34551.021454199225,38848.82754580081,39503.98,33061.323928699174,o_long,2021-05-26 04:00:00,7499.0,long,o_long,44579.687471300844,False,-5390.630000000005,34113.35,2021-06-07 22:00:00,7619.0,e_long,28208.050000000003
2021-06-13 22:00:00,38899.52,39177.38,38700.0,39020.57,6417.544678000001,35714.130600000026,1500.241258948701,32713.648082102623,38714.613117897425,36357.11,32613.70999027568,o_long,2021-06-09 16:00:00,7640.0,long,o_long,39631.16300972437,False,2542.4000000000015,38899.51,2021-06-13 22:00:00,7691.0,e_long,30750.450000000004
2021-06-21 08:00:00,33025.5,33577.12,32083.22,33163.08,21609.558771999993,37599.223900000026,2106.1794029189628,33386.8650941621,41811.58270583795,37695.13,41413.19649947215,o_short,2021-06-17 18:00:00,7737.0,short,o_short,34341.210500527886,False,4669.629999999997,33025.5,2021-06-21 08:00:00,7780.0,e_short,35420.08
2021-06-29 14:00:00,36301.84,36428.0,35925.0,36248.99,7587.879039000001,33259.60810000004,1292.960976205117,30673.686147589808,35845.53005241028,35052.07,30582.49592934422,o_long,2021-06-25 04:00:00,7826.0,long,o_long,39317.55987065587,False,1249.7699999999968,36301.84,2021-06-29 14:00:00,7879.0,e_long,36669.85
2021-07-08 08:00:00,32487.56,32700.0,32231.92,32570.13,6848.143949999999,34201.899500000036,758.0103575453982,32685.87878490924,35717.92021509083,33348.3,36447.66746259701,o_short,2021-07-01 08:00:00,7900.0,short,o_short,31193.283537403062,False,860.7300000000032,32487.57,2021-07-08 08:00:00,7984.0,e_short,37530.58
2021-07-13 20:00:00,32309.69,32646.09,32202.25,32589.11,2732.548086,33613.92310000004,643.0733888270951,32327.776322345853,34900.069877654234,34481.92,32396.64471476495,o_long,2021-07-11 22:00:00,8027.0,long,o_long,35567.2780852351,False,-2172.2299999999996,32309.69,2021-07-13 20:00:00,8050.0,e_long,35358.350000000006
2021-07-24 00:00:00,33634.1,33777.0,33401.14,33602.92,5368.108634000001,31519.155000000006,884.2052480985935,29750.74450380282,33287.565496197196,31933.0,29712.194195112043,o_long,2021-07-21 16:00:00,8144.0,long,o_long,33400.56240488796,False,1701.0899999999965,33634.09,2021-07-24 00:00:00,8172.0,e_long,37059.44
2021-08-06 18:00:00,42900.0,43009.33,42646.93,42901.17,5101.068318,39979.526000000005,1333.5059579527372,37312.51408409453,42646.53791590548,39177.85,43156.1302761973,o_short,2021-08-02 20:00:00,8290.0,short,o_short,35793.18492380273,False,-3722.1600000000035,42900.01,2021-08-06 18:00:00,8337.0,e_short,33337.28
2021-08-19 04:00:00,44046.97,44493.38,43927.7,44403.35,4774.997474,46026.6021,940.2347787062822,44146.13254258743,47907.07165741256,45901.29,48082.93453349534,o_short,2021-08-17 00:00:00,8458.0,short,o_short,43727.50186650468,False,1854.3199999999997,44046.97,2021-08-19 04:00:00,8484.0,e_short,35191.6
2021-08-20 16:00:00,48718.38,49096.34,48500.0,48675.01,6780.889965999999,46134.98859999998,1086.109384231881,43962.76983153622,48307.20736846374,46710.0,44034.50772720662,o_long,2021-08-19 20:00:00,8492.0,long,o_long,47949.951272793354,False,2008.3799999999974,48718.38,2021-08-20 16:00:00,8502.0,e_long,37199.979999999996
2021-09-02 02:00:00,49708.12,49870.0,49551.0,49561.24,4365.48264,48010.18499999993,765.0533628103032,46480.078274379324,49540.29172562054,47245.94,51301.61734239877,o_short,2021-08-25 10:00:00,8559.0,short,o_short,43986.22865760119,False,-2462.189999999995,49708.13,2021-09-02 02:00:00,8651.0,e_short,34737.79
2021-09-08 08:00:00,45075.72,46375.42,44412.02,46260.13,9595.615630000002,49432.501099999994,1801.7340760552224,45829.03294788955,53035.96925211044,46656.07,52803.77290872259,o_short,2021-09-07 16:00:00,8718.0,short,o_short,46322.00169127736,False,1575.7699999999968,45080.3,2021-09-08 08:00:00,8726.0,e_short,36313.56
2021-09-15 20:00:00,48075.44,48250.01,47900.0,48167.62,2353.1587299999997,46032.99590000004,872.8765679673961,44287.242764065246,47778.74903593483,46754.42,42182.64164392491,o_long,2021-09-14 16:00:00,8802.0,long,o_long,51221.71175607514,False,1321.020000000004,48075.44,2021-09-15 20:00:00,8816.0,e_long,37634.58
2021-09-20 12:00:00,43734.0,44135.0,42500.0,44054.65,15696.178753,46865.625700000004,1294.145909381673,44277.33388123666,49453.91751876335,45542.76,49372.825496756435,o_short,2021-09-20 04:00:00,8868.0,short,o_short,44418.36490324357,False,1803.010000000002,43739.75,2021-09-20 12:00:00,8872.0,e_short,39437.590000000004
2021-09-29 00:00:00,41025.01,41850.3,40753.88,41551.15,4473.610299999999,42882.20430000003,923.4377179495,41035.32886410103,44729.079735899024,44271.66,40016.36266781932,o_long,2021-09-27 02:00:00,8951.0,long,o_long,47722.54593218071,False,-3245.1200000000026,41026.54,2021-09-29 00:00:00,8974.0,e_long,36192.47
2021-10-01 10:00:00,44905.99,47786.7,44829.4,47488.08,16922.090770000003,42976.33750000003,1075.43910134686,40825.45929730631,45127.21570269375,42965.41,40818.14728585484,o_long,2021-09-30 02:00:00,8987.0,long,o_long,44697.68851414525,False,1940.5899999999965,44906.0,2021-10-01 10:00:00,9003.0,e_long,38133.06
2021-10-27 10:00:00,58922.3,59186.13,58344.7,58564.0,5177.774440000001,62440.43889999998,1728.9245771237972,58982.58974575238,65898.28805424758,60690.94,66361.3632671983,o_short,2021-10-22 16:00:00,9258.0,short,o_short,57509.502332801705,False,1769.9700000000012,58920.97,2021-10-27 10:00:00,9315.0,e_short,39903.03
2021-11-02 16:00:00,64018.74,64267.36,63402.0,63448.67,4253.327010000001,61329.7975,1248.0511711068266,58833.69515778635,63825.89984221365,62299.99,58498.32215917813,o_long,2021-10-29 16:00:00,9342.0,long,o_long,64312.27624082187,False,1718.7400000000052,64018.73,2021-11-02 16:00:00,9390.0,e_long,41621.770000000004
2021-11-08 02:00:00,65077.27,65329.11,64966.27,65199.99,3171.2933000000003,61838.5278,1002.4137629743337,59833.700274051334,63843.35532594867,61035.01,63978.80868777531,o_short,2021-11-04 16:00:00,9414.0,short,o_short,58884.307112224706,False,-4042.2599999999948,65077.27,2021-11-08 02:00:00,9455.0,e_short,37579.51000000001
2021-11-16 02:00:00,62110.09,62206.8,60422.2,60907.41,7550.7981,65226.79700000005,1487.5010407598672,62251.794918480315,68201.79908151978,63801.48,68992.50679028039,o_short,2021-11-12 10:00:00,9507.0,short,o_short,58968.583209719654,False,1691.3800000000047,62110.1,2021-11-16 02:00:00,9551.0,e_short,39270.890000000014
2021-11-26 10:00:00,54874.24,54904.0,53680.45,53719.3,9779.3329,57741.20760000001,1159.7705586941406,55421.66648261173,60060.74871738829,58009.99,55497.613840510014,o_long,2021-11-25 12:00:00,9664.0,long,o_long,60520.27555949,False,-3135.7599999999948,54874.23,2021-11-26 10:00:00,9675.0,e_long,36135.13000000002
2021-12-04 02:00:00,52982.5,53122.86,52000.0,52000.0,3371.5819500000002,56135.50999999999,1553.484003700611,53028.541992598766,59242.47800740121,57274.88,53167.21589329592,o_long,2021-11-29 00:00:00,9706.0,long,o_long,60283.54430670407,False,-4292.369999999995,52982.51,2021-12-04 02:00:00,9767.0,e_long,31842.760000000024
2021-12-13 20:00:00,46739.35,46974.91,46214.13,46791.74,4973.741480000001,49166.48840000005,1110.34319390054,46945.802012198976,51387.17478780113,49389.99,46302.51399291433,o_long,2021-12-12 00:00:00,9862.0,long,o_long,52443.78580708573,False,-2650.6299999999974,46739.36,2021-12-13 20:00:00,9884.0,e_long,29192.130000000026
