date,Open,High,Low,Close,Volume,open_price,first_stop,action,open_date,open_n,direction,open_action,limit,max_loss,pnl,close_price,close_date,close_n,close_action,pnl_cumsum
2019-09-10 06:00:00,10263.35,10270.59,10229.59,10230.53,234.39100000000002,10307.25,10294.204000000003,o_long,2019-09-10 04:00:00,56.0,long,o_long,False,False,-44.399999999999636,10262.85,2019-09-10 06:00:00,60.0,e_long,-44.399999999999636
2019-09-11 18:30:00,10081.98,10123.29,10064.32,10068.2,315.03700000000003,10142.52,10221.068000000001,o_short,2019-09-11 01:00:00,98.0,short,o_short,False,False,59.52000000000044,10083.0,2019-09-11 18:30:00,133.0,e_short,15.1200000000008
2019-09-13 08:00:00,10283.68,10327.14,10282.0,10307.0,350.42400000000004,10147.32,10081.950599999993,o_long,2019-09-12 09:00:00,162.0,long,o_long,False,False,136.71000000000095,10284.03,2019-09-13 08:00:00,208.0,e_long,151.83000000000175
2019-09-14 00:00:00,10343.01,10353.72,10310.85,10323.01,363.957,10304.71,10323.490199999995,o_short,2019-09-13 13:30:00,219.0,short,o_short,False,False,-36.63000000000102,10341.34,2019-09-14 00:00:00,240.0,e_short,115.20000000000073
2019-09-14 05:30:00,10304.61,10305.29,10274.48,10287.31,303.632,10266.92,10286.818599999997,o_short,2019-09-14 04:30:00,249.0,short,o_short,False,False,-35.63999999999942,10302.56,2019-09-14 05:30:00,251.0,e_short,79.56000000000131
2019-09-15 01:00:00,10321.61,10329.97,10311.79,10328.1,431.86599999999993,10308.91,10284.0364,o_long,2019-09-14 13:30:00,267.0,long,o_long,False,False,12.020000000000437,10320.93,2019-09-15 01:00:00,290.0,e_long,91.58000000000175
2019-09-15 23:30:00,10311.79,10313.67,10294.21,10302.22,442.778,10296.63,10325.805000000002,o_short,2019-09-15 12:00:00,312.0,short,o_short,False,False,-13.480000000001382,10310.11,2019-09-15 23:30:00,335.0,e_short,78.10000000000036
2019-09-16 06:30:00,10295.46,10308.07,10291.07,10303.1,424.448,10317.29,10302.626800000004,o_long,2019-09-16 05:00:00,346.0,long,o_long,False,False,-21.460000000000946,10295.83,2019-09-16 06:30:00,349.0,e_long,56.63999999999942
2019-09-17 13:00:00,10215.1,10244.27,10206.55,10216.87,453.74199999999996,10193.85,10225.169800000005,o_short,2019-09-17 05:00:00,394.0,short,o_short,False,False,-21.31999999999971,10215.17,2019-09-17 13:00:00,410.0,e_short,35.31999999999971
2019-09-17 14:00:00,10185.57,10203.13,10173.89,10181.0,414.944,10216.87,10187.952200000005,o_long,2019-09-17 13:30:00,411.0,long,o_long,False,False,-30.950000000000728,10185.92,2019-09-17 14:00:00,412.0,e_long,4.369999999998981
2019-09-17 22:00:00,10212.7,10236.92,10198.06,10216.96,498.53499999999997,10212.29,10190.282600000004,o_long,2019-09-17 15:00:00,414.0,long,o_long,False,False,-0.11000000000058208,10212.18,2019-09-17 22:00:00,428.0,e_long,4.259999999998399
2019-09-18 03:30:00,10208.65,10211.65,10192.04,10206.05,375.904,10248.3,10207.871200000003,o_long,2019-09-18 01:30:00,435.0,long,o_long,False,False,-40.349999999998545,10207.95,2019-09-18 03:30:00,439.0,e_long,-36.090000000000146
2019-09-18 21:30:00,10203.17,10206.81,10188.0,10195.96,360.71999999999997,10190.14,10209.877800000004,o_short,2019-09-18 13:00:00,458.0,short,o_short,False,False,-14.720000000001164,10204.86,2019-09-18 21:30:00,475.0,e_short,-50.81000000000131
2019-09-19 17:00:00,10032.94,10095.91,10020.25,10046.14,776.517,10173.13,10193.409400000006,o_short,2019-09-18 23:00:00,478.0,short,o_short,False,False,142.29999999999927,10030.83,2019-09-19 17:00:00,514.0,e_short,91.48999999999796
2019-09-20 16:30:00,10159.62,10175.71,10100.18,10105.3,447.907,10191.88,10109.154800000008,o_long,2019-09-20 12:30:00,553.0,long,o_long,False,False,-32.2599999999984,10159.62,2019-09-20 16:30:00,561.0,e_long,59.22999999999956
2019-09-22 08:00:00,10024.91,10089.52,10022.07,10027.88,803.913,10159.38,10171.077400000006,o_short,2019-09-21 00:30:00,577.0,short,o_short,False,False,135.84999999999854,10023.53,2019-09-22 08:00:00,640.0,e_short,195.0799999999981
2019-09-23 02:30:00,9980.71,9984.91,9968.1,9969.68,538.785,10005.92,9973.817400000007,o_long,2019-09-22 20:30:00,665.0,long,o_long,False,False,-25.729999999999563,9980.19,2019-09-23 02:30:00,677.0,e_long,169.34999999999854
2019-09-25 20:30:00,8474.22,8520.07,8455.06,8495.77,881.2560000000001,9740.0,9819.80520000001,o_short,2019-09-24 07:00:00,734.0,short,o_short,False,False,1265.0,8475.0,2019-09-25 20:30:00,809.0,e_short,1434.3499999999985
2019-09-26 06:30:00,8419.11,8431.0,8386.98,8386.98,381.091,8387.98,8446.234600000007,o_short,2019-09-25 23:30:00,815.0,short,o_short,False,False,-27.93000000000029,8415.91,2019-09-26 06:30:00,829.0,e_short,1406.4199999999983
2019-09-26 12:00:00,8387.0,8438.88,8382.81,8424.38,486.69899999999996,8409.42,8382.335000000005,o_long,2019-09-26 09:00:00,834.0,long,o_long,False,False,-22.340000000000146,8387.08,2019-09-26 12:00:00,840.0,e_long,1384.079999999998
2019-09-27 18:00:00,8031.11,8052.64,8006.59,8036.77,416.12700000000007,8356.93,8394.740200000006,o_short,2019-09-26 13:30:00,843.0,short,o_short,False,False,328.40000000000055,8028.53,2019-09-27 18:00:00,900.0,e_short,1712.4799999999987
2019-09-27 20:30:00,8041.28,8082.43,8029.4,8045.58,703.744,7990.7,8027.33500000001,o_short,2019-09-27 20:00:00,904.0,short,o_short,False,False,-51.88000000000011,8042.58,2019-09-27 20:30:00,905.0,e_short,1660.5999999999985
2019-09-28 19:00:00,8133.65,8134.43,8097.14,8100.13,326.15999999999997,8143.03,8130.113200000008,o_long,2019-09-28 18:00:00,948.0,long,o_long,False,False,-9.6899999999996,8133.34,2019-09-28 19:00:00,950.0,e_long,1650.909999999999
2019-09-28 20:00:00,8145.7,8149.91,8119.84,8127.17,413.798,8100.13,8136.321800000008,o_short,2019-09-28 19:30:00,951.0,short,o_short,False,False,-46.529999999999745,8146.66,2019-09-28 20:00:00,952.0,e_short,1604.3799999999992
2019-09-28 23:30:00,8173.08,8222.88,8170.0,8195.38,1107.655,8075.22,8146.821000000007,o_short,2019-09-28 22:30:00,957.0,short,o_short,False,False,-100.32999999999993,8175.55,2019-09-28 23:30:00,959.0,e_short,1504.0499999999993
2019-09-29 22:30:00,8101.22,8127.06,8053.91,8072.16,1146.3950000000002,8130.22,8144.922200000008,o_short,2019-09-29 04:00:00,968.0,short,o_short,False,False,28.949999999999818,8101.27,2019-09-29 22:30:00,1005.0,e_short,1532.999999999999
2019-09-30 10:00:00,8002.91,8081.07,7993.1,8036.56,1630.2089999999998,7984.29,8046.584800000008,o_short,2019-09-30 03:00:00,1014.0,short,o_short,False,False,-14.079999999999927,7998.37,2019-09-30 10:00:00,1028.0,e_short,1518.9199999999992
2019-10-01 18:00:00,8271.02,8326.03,8235.48,8296.55,1226.6750000000002,8266.23,8078.735800000009,o_long,2019-10-01 02:00:00,1060.0,long,o_long,False,False,4.790000000000873,8271.02,2019-10-01 18:00:00,1092.0,e_long,1523.71
